chr	start	end	gene_id	gene_length
chr6	43770429	43770616	ENSG00000272114	187
chr8	144409492	144409976	ENSG00000272115	484
chr3	43995442	43999241	ENSG00000272121	3799
chr5	53089016	53089468	ENSG00000272123	452
chr8	38099471	38099931	ENSG00000272128	460
chr6	80355424	80356859	ENSG00000272129	1435
chr5	21569755	21570045	ENSG00000272130	290
chr17	64881091	64881181	ENSG00000272134	90
chr5	122311297	122311673	ENSG00000272139	376
chr10	73703735	73713581	ENSG00000272140	9846
chr1	1169357	1170343	ENSG00000272141	986
chr5	43061395	43062441	ENSG00000272144	1046
chr2	27062428	27062907	ENSG00000272148	479
chr3	33144104	33147721	ENSG00000272149	3617
chr1	3785008	3785538	ENSG00000272153	530
chr5	141096205	141236089	ENSG00000272154	139884
chr8	65714334	65714778	ENSG00000272155	444
chr2	54082554	54085066	ENSG00000272156	2512
chr8	24955691	24957125	ENSG00000272157	1434
chr14	65003325	65003767	ENSG00000272158	442
chr8	38408048	38408742	ENSG00000272159	694
chr1	2326201	2326693	ENSG00000272161	492
chr6	10747794	10930423	ENSG00000272162	182629
chr8	24912157	24914717	ENSG00000272163	2560
chr17	63004672	63005152	ENSG00000272164	480
chr3	25555543	25555606	ENSG00000272166	63
chr1	214028891	214030901	ENSG00000272167	2010
chr8	143290399	143290621	ENSG00000272172	222
chr12	6943503	6944723	ENSG00000272173	1220
chr1	51801028	51801307	ENSG00000272175	279
chr2	55952158	56181653	ENSG00000272180	229495
chr3	64019508	64019925	ENSG00000272181	417
chr3	58428255	58428815	ENSG00000272182	560
chr2	74501717	74502365	ENSG00000272183	648
chr3	57078905	57080101	ENSG00000272202	1196
chr5	132817248	132818000	ENSG00000272203	752
chr6	13813810	13826574	ENSG00000272209	12764
chr2	196151263	196154881	ENSG00000272211	3618
chr6	33246075	33249929	ENSG00000272217	3854
chr7	101960116	101961894	ENSG00000272219	1778
chr17	64892728	64892845	ENSG00000272220	117
chr6	43033897	43034405	ENSG00000272223	508
chr1	58812808	58813342	ENSG00000272226	534
chr5	42806394	42806997	ENSG00000272234	603
chr1	3306636	3310096	ENSG00000272235	3460
chr6	29751965	29752207	ENSG00000272236	242
chr2	227887631	227887744	ENSG00000272237	113
chr5	147401760	147401996	ENSG00000272239	236
chr6	74530248	74806477	ENSG00000272243	276229
chr3	158801257	158801935	ENSG00000272247	678
chr6	4018358	4019204	ENSG00000272248	846
chr8	97132835	97133379	ENSG00000272249	544
chr8	73042910	73043346	ENSG00000272254	436
chr5	139644460	139645002	ENSG00000272255	542
chr8	30082758	30083467	ENSG00000272256	709
chr3	12832219	12832728	ENSG00000272263	509
chr8	80032724	80033300	ENSG00000272264	576
chr5	116078110	116078570	ENSG00000272265	460
chr2	10767875	10770058	ENSG00000272275	2183
chr6	3068044	3068894	ENSG00000272277	850
chr6	1418833	1555259	ENSG00000272279	136426
chr8	450714	451343	ENSG00000272293	629
chr4	186426546	186555328	ENSG00000272297	128782
chr15	92699040	92724277	ENSG00000272298	25237
chr3	52969119	53099453	ENSG00000272305	130334
chr6	27001208	27001648	ENSG00000272312	440
chr10	42579724	42579858	ENSG00000272319	134
chr6	3311662	3313650	ENSG00000272320	1988
chr8	98436669	98439290	ENSG00000272321	2621
chr7	8303668	8345820	ENSG00000272328	42152
chr13	96948018	96949584	ENSG00000272329	1566
chr16	73014319	73014476	ENSG00000272330	157
chr3	36973117	36973672	ENSG00000272334	555
chr5	44826076	44828592	ENSG00000272335	2516
chr8	33360839	33361415	ENSG00000272338	576
chr8	56222688	56223173	ENSG00000272343	485
chr6	24700907	24701793	ENSG00000272345	886
chr17	64940606	64940717	ENSG00000272346	111
chr5	1005039	1006623	ENSG00000272347	1584
chr6	111309203	111313517	ENSG00000272356	4314
chr3	58490532	58491956	ENSG00000272360	1424
chr7	16593626	16594224	ENSG00000272361	598
chr1	234644666	234647571	ENSG00000272362	2905
chr10	22340377	22340615	ENSG00000272366	238
chr12	50112197	50165618	ENSG00000272368	53421
chr1	52553354	52599042	ENSG00000272371	45688
chr16	56351886	56353524	ENSG00000272372	1638
chr8	30197404	30198048	ENSG00000272375	644
chr6	13290018	13290490	ENSG00000272379	472
chr17	63088162	63089197	ENSG00000272383	1035
chr17	76551352	76551750	ENSG00000272386	398
chr10	42583241	42583375	ENSG00000272387	134
chr19	43360685	43368970	ENSG00000272396	8285
chr6	146948528	146951159	ENSG00000272397	2631
chr17	64847386	64847728	ENSG00000272400	342
chr6	24706747	24707151	ENSG00000272402	404
chr1	156641666	156644887	ENSG00000272405	3221
chr5	93741640	93743501	ENSG00000272406	1861
chr20	41196647	41196938	ENSG00000272407	291
chr3	10249372	10285796	ENSG00000272410	36424
chr5	148970340	148970653	ENSG00000272411	313
chr5	53880293	53881051	ENSG00000272416	758
chr5	10203600	10204040	ENSG00000272417	440
chr15	78280950	78282190	ENSG00000272418	1240
chr1	2363061	2363628	ENSG00000272420	567
chr8	81275399	81277570	ENSG00000272425	2171
chr1	16904183	16904841	ENSG00000272426	658
chr6	133540784	133541174	ENSG00000272428	390
chr1	25247837	25248321	ENSG00000272432	484
chr3	49029316	49030379	ENSG00000272434	1063
chr1	904786	921034	ENSG00000272438	16248
chr6	44273194	44378957	ENSG00000272442	105763
chr10	79825902	79827602	ENSG00000272447	1700
chr1	2530064	2547878	ENSG00000272449	17814
chr8	134722947	134723949	ENSG00000272456	1002
chr8	53876150	53876649	ENSG00000272457	499
chr18	962528	976885	ENSG00000272461	14357
chr6	708592	711811	ENSG00000272463	3219
chr6	122643388	122644771	ENSG00000272472	1383
chr19	769698	789808	ENSG00000272473	20110
chr6	107957413	107959986	ENSG00000272476	2573
chr3	18408680	18409635	ENSG00000272477	955
chr1	25831913	25832134	ENSG00000272478	221
chr8	40519565	40520158	ENSG00000272479	593
chr3	11611602	11612197	ENSG00000272483	595
chr6	774747	780215	ENSG00000272485	5468
chr10	79663192	79664786	ENSG00000272489	1594
chr1	48227888	48229561	ENSG00000272491	1673
chr3	16339308	16339871	ENSG00000272498	563
chr6	31185197	31198037	ENSG00000272501	12840
chr8	10486807	10489666	ENSG00000272505	2859
chr1	65003470	65004087	ENSG00000272506	617
chr8	94884609	94885070	ENSG00000272509	461
chr1	15565611	15565956	ENSG00000272510	345
chr1	995966	998051	ENSG00000272512	2085
chr10	22332404	22332987	ENSG00000272516	583
chr8	79956465	79957381	ENSG00000272518	916
chr3	16345126	16346440	ENSG00000272529	1314
chr7	16420699	16471375	ENSG00000272537	50676
chr6	30723105	30723877	ENSG00000272540	772
chr13	102888858	102889834	ENSG00000272542	976
chr16	48640473	48641052	ENSG00000272545	579
chr3	24496220	24522539	ENSG00000272554	26319
chr2	218818690	218819144	ENSG00000272555	454
chr6	25983812	26016532	ENSG00000272558	32720
chr2	113432600	113436042	ENSG00000272563	3442
chr4	189703881	189704490	ENSG00000272566	609
chr10	100911103	100913371	ENSG00000272572	2268
chr1	162593103	162593754	ENSG00000272574	651
chr4	51918772	51919381	ENSG00000272576	609
chr22	37950965	37951778	ENSG00000272582	813
chr4	757022	757740	ENSG00000272588	718
chr3	107329430	107329962	ENSG00000272597	532
chr10	73124573	73125532	ENSG00000272599	959
chr22	20889206	20891214	ENSG00000272600	2008
chr3	138004649	138005122	ENSG00000272609	473
chr16	69328644	69334871	ENSG00000272617	6227
chr2	226794675	226813741	ENSG00000272622	19066
chr18	2920966	2921685	ENSG00000272625	719
chr4	68900390	68907142	ENSG00000272626	6752
chr10	72766560	72767052	ENSG00000272627	492
chr10	73098044	73101297	ENSG00000272630	3253
chr10	86719835	86756386	ENSG00000272631	36551
chr4	141430831	141431284	ENSG00000272632	453
chr7	30424672	30425412	ENSG00000272638	740
chr11	127188885	127223449	ENSG00000272642	34564
chr4	182881777	182882203	ENSG00000272646	426
chr7	99558695	99607810	ENSG00000272647	49115
chr3	139349024	139349371	ENSG00000272656	347
chr3	179584271	179584410	ENSG00000272660	139
chr7	151240399	151240972	ENSG00000272661	573
chr2	127886556	127887185	ENSG00000272667	629
chr1	159854870	159892740	ENSG00000272668	37870
chr22	38742625	38743115	ENSG00000272669	490
chr1	89939601	89940147	ENSG00000272672	546
chr3	123283593	123283983	ENSG00000272678	390
chr9	136800366	136829466	ENSG00000272679	29100
chr22	19124309	19128449	ENSG00000272682	4140
chr18	3232587	3248172	ENSG00000272688	15585
chr22	30421206	30421536	ENSG00000272689	330
chr1	85578500	85580974	ENSG00000272691	2474
chr10	75409142	75412413	ENSG00000272692	3271
chr22	37371684	37372858	ENSG00000272694	1174
chr9	128316337	128316909	ENSG00000272696	572
chr3	179405448	179405944	ENSG00000272699	496
chr2	73113012	73126191	ENSG00000272702	13179
chr18	11857155	11857554	ENSG00000272703	399
chr3	194637505	194637664	ENSG00000272707	159
chr3	75579978	75580199	ENSG00000272710	221
chr6	121389324	121390357	ENSG00000272714	1033
chr1	116909142	116911108	ENSG00000272715	1966
chr4	139556799	139557643	ENSG00000272717	844
chr7	5556731	5557245	ENSG00000272719	514
chr22	38090127	38091559	ENSG00000272720	1432
chr2	176164164	176165716	ENSG00000272729	1552
chr22	23580880	23583859	ENSG00000272733	2979
chr2	71067517	71068559	ENSG00000272735	1042
chr3	196248230	196318222	ENSG00000272741	69992
chr5	139364677	139369717	ENSG00000272742	5040
chr4	183516894	183517527	ENSG00000272744	633
chr7	7619872	7620543	ENSG00000272745	671
chr10	74821610	74822130	ENSG00000272748	520
chr1	222658867	222661512	ENSG00000272750	2645
chr2	32321638	32323002	ENSG00000272754	1364
chr7	154951226	154952188	ENSG00000272760	962
chr3	51961212	51974031	ENSG00000272762	12819
chr10	5813985	5814441	ENSG00000272764	456
chr7	44884953	44886394	ENSG00000272768	1441
chr2	132345616	132347356	ENSG00000272769	1740
chr17	2683305	2685088	ENSG00000272770	1783
chr5	134157088	134225861	ENSG00000272772	68773
chr3	72178279	72178810	ENSG00000272774	531
chr4	99067256	99068125	ENSG00000272777	869
chr4	1550284	1550572	ENSG00000272783	288
chr4	183094423	183095056	ENSG00000272784	633
chr22	23969211	23969873	ENSG00000272787	662
chr18	8801656	8802305	ENSG00000272788	649
chr10	73630556	73631490	ENSG00000272791	934
chr3	168927475	168927919	ENSG00000272797	444
chr22	25436312	25436915	ENSG00000272798	603
chr18	9912316	9912849	ENSG00000272799	533
chr2	183167242	183215414	ENSG00000272800	48172
chr7	27147366	27152598	ENSG00000272801	5232
chr2	210028417	210029156	ENSG00000272807	739
chr6	26013241	26013757	ENSG00000272810	516
chr8	233119	233692	ENSG00000272812	573
chr2	46956615	46956888	ENSG00000272814	273
chr17	16788057	16816540	ENSG00000272815	28483
chr10	91908131	91909348	ENSG00000272817	1217
chr22	50523926	50524780	ENSG00000272821	854
chr12	48903503	48957365	ENSG00000272822	53862
chr1	220828676	220829211	ENSG00000272823	535
chr1	148358245	148358686	ENSG00000272824	441
chr21	44936303	44936954	ENSG00000272825	651
chr22	20981351	20982233	ENSG00000272829	882
chr7	66739829	66740651	ENSG00000272831	822
chr3	133543048	133573557	ENSG00000272832	30509
chr22	40415003	40415445	ENSG00000272834	442
chr22	50205585	50206062	ENSG00000272836	477
chr7	157868538	157869154	ENSG00000272839	616
chr9	19371386	19371945	ENSG00000272842	559
chr7	72924413	72925125	ENSG00000272843	712
chr3	112990447	112991153	ENSG00000272844	706
chr6	169426420	169452475	ENSG00000272848	26055
chr12	121797511	121801972	ENSG00000272849	4461
chr2	207753872	207754435	ENSG00000272851	563
chr7	107570070	107580170	ENSG00000272854	10100
chr1	76636877	76637339	ENSG00000272855	462
chr22	28814914	28815662	ENSG00000272858	748
chr2	105249401	105251446	ENSG00000272861	2045
chr4	41988741	41989237	ENSG00000272862	496
chr1	74698769	74699333	ENSG00000272864	564
chr1	242147230	242210832	ENSG00000272865	63602
chr9	5351796	5352410	ENSG00000272866	614
chr9	14588797	14590065	ENSG00000272871	1268
chr20	267186	268857	ENSG00000272874	1671
chr17	7439506	7445966	ENSG00000272884	6460
chr4	416118	416537	ENSG00000272885	419
chr10	67849481	67850746	ENSG00000272892	1265
chr2	117998745	117999480	ENSG00000272895	735
chr9	136791379	136800595	ENSG00000272896	9216
chr20	35632340	35674544	ENSG00000272897	42204
chr7	32845394	32846061	ENSG00000272905	667
chr1	179881607	179882703	ENSG00000272906	1096
chr7	38326070	38329643	ENSG00000272908	3573
chr14	64440369	64442238	ENSG00000272909	1869
chr3	179583262	179583762	ENSG00000272910	500
chr17	2688464	2689466	ENSG00000272911	1002
chr10	102914585	102915404	ENSG00000272912	819
chr10	30831828	30833387	ENSG00000272914	1559
chr7	128264526	128264889	ENSG00000272915	363
chr10	73796514	73811651	ENSG00000272916	15137
chr7	105102838	105105483	ENSG00000272918	2645
chr12	4604944	4662643	ENSG00000272921	57699
chr4	661209	664213	ENSG00000272927	3004
chr4	44704405	44704965	ENSG00000272936	560
chr7	135168403	135169547	ENSG00000272941	1144
chr22	25412803	25448847	ENSG00000272942	36044
chr2	221572506	221574454	ENSG00000272944	1948
chr20	34281632	34286466	ENSG00000272945	4834
chr7	98322853	98323430	ENSG00000272950	577
chr21	34425508	34426017	ENSG00000272958	509
chr2	202336739	202337200	ENSG00000272966	461
chr3	119579212	119579650	ENSG00000272967	438
chr4	55546016	55547893	ENSG00000272969	1877
chr3	184712184	184780742	ENSG00000272970	68558
chr22	23856416	23857813	ENSG00000272973	1397
chr22	25476218	25479971	ENSG00000272977	3753
chr6	166999336	167139138	ENSG00000272980	139802
chr1	111181374	111181491	ENSG00000272982	117
chr10	38137337	38144399	ENSG00000272983	7062
chr7	36734004	36734535	ENSG00000272984	531
chr4	70703747	70704491	ENSG00000272986	744
chr10	72053294	72054037	ENSG00000272988	743
chr3	156523740	156524247	ENSG00000272990	507
chr21	39184469	39184899	ENSG00000272991	430
chr4	20766808	20767372	ENSG00000272995	564
chr1	185317400	185376300	ENSG00000273004	58900
chr2	38193348	38193629	ENSG00000273006	281
chr4	122879778	122885805	ENSG00000273007	6027
chr1	110963302	110964649	ENSG00000273010	1347
chr7	149890739	149891416	ENSG00000273011	677
chr10	33341655	33341905	ENSG00000273012	250
chr3	196474801	196475394	ENSG00000273013	593
chr7	32758882	32759353	ENSG00000273014	471
chr21	29359002	29359453	ENSG00000273017	451
chr15	72266746	72319946	ENSG00000273025	53200
chr1	153966516	153966930	ENSG00000273026	414
chr21	44929653	44930112	ENSG00000273027	459
chr2	39323328	39323804	ENSG00000273035	476
chr22	35526932	35527415	ENSG00000273044	483
chr12	54017110	54035361	ENSG00000273046	18251
chr20	63738270	63740398	ENSG00000273047	2128
chr12	53985845	54034888	ENSG00000273049	49043
chr7	107940023	107942740	ENSG00000273055	2717
chr9	7786105	7786688	ENSG00000273056	583
chr1	236536162	236536704	ENSG00000273058	542
chr1	148011799	148012228	ENSG00000273059	429
chr2	58241349	58241686	ENSG00000273063	337
chr2	68252870	68253848	ENSG00000273064	978
chr9	136799223	136810042	ENSG00000273066	10819
chr22	35122661	35127419	ENSG00000273068	4758
chr7	74606913	74607299	ENSG00000273069	386
chr2	131461821	131463615	ENSG00000273073	1794
chr22	38743495	38743910	ENSG00000273076	415
chr4	128548782	128553691	ENSG00000273077	4909
chr2	86195148	86196644	ENSG00000273080	1496
chr1	155169409	155187272	ENSG00000273088	17863
chr2	36513255	36513732	ENSG00000273090	477
chr21	31735732	31736407	ENSG00000273091	675
chr1	200315435	200315967	ENSG00000273093	532
chr22	38736610	38736792	ENSG00000273096	182
chr17	13046562	13100939	ENSG00000273098	54377
chr6	170178681	170179660	ENSG00000273100	979
chr21	33947257	33968573	ENSG00000273102	21316
chr21	34412200	34412587	ENSG00000273104	387
chr10	24952273	24953524	ENSG00000273107	1251
chr10	103608619	103610050	ENSG00000273108	1431
chr1	154480012	154481501	ENSG00000273110	1489
chr1	161513176	161605099	ENSG00000273112	91923
chr2	241581922	241582726	ENSG00000273113	804
chr21	26459903	26460214	ENSG00000273115	311
chr2	212563601	213021545	ENSG00000273118	457944
chr10	90961036	91113169	ENSG00000273124	152133
chr6	149852378	149853194	ENSG00000273132	816
chr4	15563698	15564253	ENSG00000273133	555
chr22	20320104	20321406	ENSG00000273139	1302
chr18	11908712	11909223	ENSG00000273141	511
chr22	46013240	46015503	ENSG00000273145	2263
chr13	45311662	45341183	ENSG00000273149	29521
chr7	879790	886547	ENSG00000273151	6757
chr10	17137336	17137585	ENSG00000273153	249
chr20	63708864	63739103	ENSG00000273154	30239
chr2	99154998	99195298	ENSG00000273155	40300
chr4	82344876	82346842	ENSG00000273156	1966
chr1	167457742	167459891	ENSG00000273160	2149
chr10	101056680	101061649	ENSG00000273162	4969
chr2	31852976	31853423	ENSG00000273165	447
chr13	23979700	24321031	ENSG00000273167	341331
chr17	28364288	28368012	ENSG00000273171	3724
chr3	129123439	129124003	ENSG00000273174	564
chr1	244863764	244865907	ENSG00000273175	2143
chr22	35298838	35299541	ENSG00000273176	703
chr3	168928169	168928598	ENSG00000273177	429
chr4	183075480	183076033	ENSG00000273180	553
chr7	154956429	154957107	ENSG00000273183	678
chr7	128455840	128493859	ENSG00000273184	38019
chr9	128431598	128432006	ENSG00000273186	408
chr22	50191724	50192402	ENSG00000273188	678
chr19	49474586	49487637	ENSG00000273189	13051
chr22	49902228	49904576	ENSG00000273192	2348
chr2	85387074	85387146	ENSG00000273196	72
chr1	186521773	186522304	ENSG00000273198	531
chr21	36319792	36320670	ENSG00000273199	878
chr1	100894874	100895359	ENSG00000273204	485
chr2	201970945	202033537	ENSG00000273209	62592
chr21	37365477	37365932	ENSG00000273210	455
chr22	19456503	19456962	ENSG00000273212	459
chr22	38043230	38043920	ENSG00000273214	690
chr22	29316744	29317220	ENSG00000273216	476
chr5	131425891	131796983	ENSG00000273217	371092
chr19	15346068	15348417	ENSG00000273218	2349
chr7	135704537	135704841	ENSG00000273219	304
chr1	111184415	111185061	ENSG00000273221	646
chr9	19375451	19375996	ENSG00000273226	545
chr7	1464497	1467522	ENSG00000273230	3025
chr18	22882825	22883357	ENSG00000273232	532
chr2	28810281	28810706	ENSG00000273233	425
chr2	189763859	189764456	ENSG00000273240	597
chr22	45155539	45156011	ENSG00000273243	472
chr22	16676016	16694648	ENSG00000273244	18632
chr2	73750256	73750786	ENSG00000273245	530
chr10	75408361	75409694	ENSG00000273248	1333
chr21	29024255	29024890	ENSG00000273254	635
chr2	174011840	174013524	ENSG00000273258	1684
chr14	94592058	94624646	ENSG00000273259	32588
chr3	182921240	182921938	ENSG00000273261	698
chr10	102483039	102483559	ENSG00000273262	520
chr1	85467295	85467660	ENSG00000273264	365
chr4	8022665	8023126	ENSG00000273267	461
chr2	47065941	47176511	ENSG00000273269	110570
chr21	31666728	31667247	ENSG00000273271	519
chr22	50541108	50543042	ENSG00000273272	1934
chr2	68179833	68180532	ENSG00000273275	699
chr18	9259388	9260390	ENSG00000273284	1002
chr22	45254431	45269169	ENSG00000273287	14738
chr3	42809446	43055871	ENSG00000273291	246425
chr7	149881359	149881580	ENSG00000273293	221
chr22	23901432	23907068	ENSG00000273295	5636
chr7	90403434	90513391	ENSG00000273299	109957
chr22	19454179	19454605	ENSG00000273300	426
chr2	61199979	61200769	ENSG00000273302	790
chr2	95537969	95538469	ENSG00000273305	500
chr2	99405218	99405843	ENSG00000273306	625
chr3	197627996	197663854	ENSG00000273308	35858
chr10	35604485	35608153	ENSG00000273312	3668
